C# Code	Java Reference Code	Generated Java Code
"public virtual void Include(string name, AnyObjectId id){if (!Repository.IsValidRefName(name)){throw new ArgumentException(MessageFormat.Format(JGitText.Get().invalidRefName, name));}if (include.ContainsKey(name)){throw new InvalidOperationException(JGitText.Get().duplicateRef + name);}include.Put(name, id.ToObjectId());}
"	"public void include(String name, AnyObjectId id) {boolean validRefName = Repository.isValidRefName(name) || Constants.HEAD.equals(name);if (!validRefName)throw new IllegalArgumentException(MessageFormat.format(JGitText.get().invalidRefName, name));if (include.containsKey(name))throw new IllegalStateException(JGitText.get().duplicateRef + name);include.put(name, id.toObjectId());}
"	public void include(String name, ObjectId id, boolean force, boolean forceUpdate) {if (!Repository.isValidRefName(name)) {throw new IllegalArgumentException(MessageFormat.format(JGitText.get().invalidRefName, name));}if (include.containsKey(name)) {throw new IllegalStateException(JGitText.get().duplicateRef + name);}include.put(name, id);}  C# code: public virtual void Include(string name, AnyObjectId id, bool force, bool forceUpdate, bool forceDelete){if (!Repository.IsValidRefName(name)){throw new ArgumentException(MessageFormat.Format(JGitText.Get().invalidRefName, name));}if (include.ContainsKey(name)){throw new InvalidOperationException(JGitText.Get().duplicateRef +
"public virtual EnableSnapshotCopyResponse EnableSnapshotCopy(EnableSnapshotCopyRequest request){var options = new InvokeOptions();options.RequestMarshaller = EnableSnapshotCopyRequestMarshaller.Instance;options.ResponseUnmarshaller = EnableSnapshotCopyResponseUnmarshaller.Instance;return Invoke<EnableSnapshotCopyResponse>(request, options);}
"	"public Cluster enableSnapshotCopy(EnableSnapshotCopyRequest request) {request = beforeClientExecution(request);return executeEnableSnapshotCopy(request);}
"	public EnableSnapshotCopyResponse enableSnapshotCopy(EnableSnapshotCopyRequest request){return hcClient.syncInvokeHttp(request, GlacierMeta.enableSnapshotCopy);}  C# code: public virtual EnableSnapshotCopyResponse EnableSnapshotCopy(EnableSnapshotCopyRequest request, AlibabaCloud.SDK.ROS.CDK.Glacier.EnableSnapshotCopyProps props){return new EnableSnapshotCopy(this, new EnableSnapshotCopyProps{Account = props.Account, EnableCrossAccountCopy = props.EnableCrossAccountCopy, EnableCrossRegionCopy = props.EnableCrossRegionCopy, GlacierVaultName = props.GlacierVaultName, Region = props.Region, RoleArn = props.RoleArn, SnapshotCopyGrantName = props.SnapshotCopyGrantName, SnapshotCopyKmsKeyId = props.SnapshotCopyKmsKeyId, SnapshotCopyRetainDays = props.SnapshotCopyRetainDays, SnapshotCopyUsername = props.SnapshotCopyUsername, SnapshotCopyPassword = props.SnapshotCopyPassword, VpcId = props.VpcId, VpcSubnetId = props.VpcSubnetId, VpcSecurityGroupIds = props.VpcSecurityGroupIds, VpcSecurityGroupId = props.VpcSecurityGroupId, VpcSecurityGroupName = props.VpcSecurityGroupName, VpcSecurityGroupIdList = props.VpcSecurityGroupIdList, VpcSecurityGroupNameList = props.VpcSecurityGroupNameList, VpcSecurityGroupIdsList = props.VpcSecurityGroupIdsList, VpcSecurityGroupNamesList = props.VpcSecurityGroupNamesList, VpcSecurityGroupIdsSet = props.VpcSecurityGroupIdsSet, VpcSecurityGroupNamesSet = props.VpcSecurityGroupNamesSet, VpcSecurityGroupIdsSetList = props.VpcSecurityGroupIdsSetList, VpcSecurityGroupNamesSetList = props.VpcSecurityGroupNamesSetList, VpcSecurityGroupIdsSetSet = props.VpcSecurityGroupIdsSetSet, VpcSecurityGroupNamesSetSet = props.VpcSecurityGroupNamesSetSet, VpcSecurityGroupIdsSetSetList = props.VpcSecurityGroupIdsSetSetList, VpcSecurityGroupNamesSetSetList = props.VpcSecurityGroupNamesSetSetList, VpcSecurityGroupIdsSetSetSet = props.VpcSecurityGroupIdsSetSetSet, VpcSecurityGroupNamesSetSetSet = props.VpcSecurityGroupNamesSetSetSet, VpcSecurityGroupIdsSetSetSetList = props.VpcSecurityGroupIdsSetSetSetList, VpcSecurityGroupNamesSetSetSetList = props.VpcSecurityGroupNamesSetSetSetList, VpcSecurityGroupIdsSetSetSet
"public virtual ValueFiller GetValueFiller(){return new ValueFillerAnonymousInnerClassHelper(this);}
"	"public ValueFiller getValueFiller() {return new ValueFiller() {private final MutableValueFloat mval = new MutableValueFloat();@Override
"	public void setMaxLevels(int maxLevels, int maxLevelsPerTile, int maxLevelsPerTilePerTile, int maxLevelsPerTilePerTilePerTile) {this.maxLevels = maxLevels;this.maxLevelsPerTile = maxLevelsPerTile;this.maxLevelsPerTilePerTile = maxLevelsPerTilePerTile;this.maxLevelsPerTilePerTilePerTile = maxLevelsPerTilePerTilePerTile;}  C# code: public virtual void SetMaxLevels(int maxLevels, int maxLevelsPerTile, int maxLevelsPer
"public override void Serialize(ILittleEndianOutput out1){out1.WriteByte(Pane);out1.WriteShort(ActiveCellRow);out1.WriteShort(ActiveCellCol);out1.WriteShort(ActiveCellRef);int nRefs = field_6_refs.Length;out1.WriteShort(nRefs);for (int i = 0; i < field_6_refs.Length; i++){field_6_refs[i].Serialize(out1);}}
"	"public void serialize(LittleEndianOutput out) {out.writeByte(getPane());out.writeShort(getActiveCellRow());out.writeShort(getActiveCellCol());out.writeShort(getActiveCellRef());int nRefs = field_6_refs.length;out.writeShort(nRefs);for (CellRangeAddress8Bit field_6_ref : field_6_refs) {field_6_ref.serialize(out);}}
"	public void serialize(LittleEndianOutput out1){out1.writeByte(pane);out1.writeShort(activeCellRow);out1.writeShort(activeCellCol);out1.writeShort(activeCellRef);int nRefs = field_6_refs.length;out1.writeShort(nRefs);for (int i = 0;
"public static Counter NewCounter(){return NewCounter(false);}
"	"public static Counter newCounter() {return newCounter(false);}
"	public static Counter newCounter(String name, String description, String unit, boolean isDelta, boolean isRate) {return newCounter(name
"public virtual int Get(string name, int dflt){int[] vals;object temp;if (valByRound.TryGetValue(name, out temp) && temp != null){vals = (int[])temp;return vals[roundNumber % vals.Length];}string sval;if (!props.TryGetValue(name, out sval)){sval = dflt.ToString(CultureInfo.InvariantCulture);}if (sval.IndexOf(':') < 0){return int.Parse(sval, CultureInfo.InvariantCulture);}int k = sval.IndexOf(':');string colName = sval.Substring(0, k - 0);sval = sval.Substring(k + 1);colForValByRound[name] = colName;vals = PropToInt32Array(sval);valByRound[name] = vals;return vals[roundNumber % vals.Length];}
"	"public boolean get(String name, boolean dflt) {boolean vals[] = (boolean[]) valByRound.get(name);if (vals != null) {return vals[roundNumber % vals.length];}String sval = props.getProperty(name, """" + dflt);if (sval.indexOf("":"") < 0) {return Boolean.valueOf(sval).booleanValue();}int k = sval.indexOf("":"");String colName = sval.substring(0, k);sval = sval.substring(k + 1);colForValByRound.put(name, colName);vals = propToBooleanArray(sval);valByRound.put(name, vals);return vals[roundNumber % vals.length];}
"	public void set(String name, String val) {if (valByRound.containsKey(name)) {String[] vals = (String[])valByRound.get(name);vals[roundNumber % vals.length] = val;valByRound.put(name, vals);return;}valByRound.put(name, new String[]{val});colForValByRound[name] = name;}  C# code: public virtual void Set(string name, double
"public void PreSerialize(){if (records.Tabpos > 0){TabIdRecord tir = (TabIdRecord)records[(records.Tabpos)];if (tir._tabids.Length < boundsheets.Count){FixTabIdRecord();}}}
"	"public void preSerialize(){if(records.getTabpos() > 0) {TabIdRecord tir = ( TabIdRecord ) records.get(records.getTabpos());if(tir._tabids.length < boundsheets.size()) {fixTabIdRecord();}}}
"	public void preSerialize() {if (records.tabpos > 0) {TabIdRecord
"public LimitTokenCountAnalyzer(Analyzer @delegate, int maxTokenCount, bool consumeAllTokens): base(@delegate.Strategy){this.@delegate = @delegate;this.maxTokenCount = maxTokenCount;this.consumeAllTokens = consumeAllTokens;}
"	"public LimitTokenCountAnalyzer(Analyzer delegate, int maxTokenCount, boolean consumeAllTokens) {super(delegate.getReuseStrategy());this.delegate = delegate;this.maxTokenCount = maxTokenCount;this.consumeAllTokens = consumeAllTokens;}
"	public @Override TokenStream create(TokenStream input, TokenStream output, TokenStream payloads) {return new LimitToken
"public ExternalBookBlock(int numberOfSheets){_externalBookRecord = SupBookRecord.CreateInternalReferences((short)numberOfSheets);_externalNameRecords = new ExternalNameRecord[0];_crnBlocks = new CRNBlock[0];}
"	"public ExternalBookBlock(int numberOfSheets) {_externalBookRecord = SupBookRecord.createInternalReferences((short) numberOfSheets);_externalNameRecords = new ExternalNameRecord[0];_crnBlocks = new CRNBlock[0];}
"	public short getSid() {return sid;}  C# code: public override Object Clone(){ExternalBookBlock ebb = new ExternalBookBlock(numberOfSheets);ebb._externalBookRecord = (SupBookRecord)_externalBookRecord.Clone();ebb._externalNameRecords = new ExternalNameRecord[_externalNameRecords.Length];for (int i = 0; i < _externalNameRecords.Length; i++){ebb._externalNameRecords[i] = (ExternalNameRecord)_externalNameRecords[i].Clone();}ebb
"public override String ToString(){StringBuilder buffer = new StringBuilder();buffer.Append(""[SCENARIOPROTECT]\n"");buffer.Append(""    .protect         = "").Append(Protect).Append(""\n"");buffer.Append(""[/SCENARIOPROTECT]\n"");return buffer.ToString();}
"	"public String toString(){StringBuilder buffer = new StringBuilder();buffer.append(""[SCENARIOPROTECT]\n"");buffer.append(""    .protect         = "").append(getProtect()).append(""\n"");buffer.append(""[/SCENARIOPROTECT]\n"");return buffer.toString();}
"	public void read(BinaryReader reader) {protect = reader.readBoolean();}  C# code: public override void Write(BinaryWriter writer){writer.Write(Protect);}
"public virtual NGit.Api.PushCommand SetThin(bool thin){CheckCallable();this.thin = thin;return this;}
"	"public PushCommand setThin(boolean thin) {checkCallable();this.thin = thin;return this;}
"	
"public int CompareTo(SearcherTracker other){return other.RecordTimeSec.CompareTo(RecordTimeSec);}
"	"public int compareTo(SearcherTracker other) {return Double.compare(other.recordTimeSec, recordTimeSec);}
"	"public int compareTo(SearcherTracker other) {return other.recordTimeSec.compareTo(recordTimeSec);}  C# code: public override string ToString(){return string.Format(""SearcherTracker: {0} {1} {2} {3} {4} {5} {6} {7} {8} {9} {10} {11} {12} {13} {14} {15} {16} {17} {18} {19} {20} {21} {22} {23} {24} {25} {26} {27} {28} {29} {30} {31} {32} {33} {34} {35} {36} {37} {38} {39} {40} {41} {42} {43} {44} {45} {46} {47} {48} {49} {50} {51} {52} {53} {54} {55} {56} {57} {58} {59} {60} {61} {62} {63} {64} {65} {66} {67} {68} {69} {70} {71} {72} {73} {74} {75} {76} {77} {78} {79} {80} {81} {82} {83} {84} {85} {86} {87} {88} {89} {90} {91} {92} {93} {94} {95} {96} {97} {98} {99} {100} {101} {102} {103} {104} {105} {106} {107} {108} {109} {110} {111} {112} {113} {114} {115}"
"public override TokenStream Create(TokenStream input){return new ReverseStringFilter(m_luceneMatchVersion, input);}
"	"public ReverseStringFilter create(TokenStream in) {return new ReverseStringFilter(in);}
"	public TokenStream create(TokenStream input) {return new ReverseStringFilter(luceneMatchVersion, input);}  C# code: public override TokenStream Create(TokenStream input){return new ReverseStringFilter(m_luceneMatch
"public BlockList(){directory = NGit.Util.BlockList<T>.NewDirectory(256);directory[0] = NGit.Util.BlockList<T>.NewBlock();tailBlock = directory[0];}
"	"public BlockList() {directory = BlockList.<T> newDirectory(256);directory[0] = BlockList.<T> newBlock();tailBlock = directory[0];}
"	public int getCount() {int count = 0;for (int i = 0; i < directory.length; i++) {count += directory[i].getCount();}return count + tailBlock.
"public QueryScorer(WeightedSpanTerm[] weightedTerms){this.fieldWeightedSpanTerms = new JCG.Dictionary<string, WeightedSpanTerm>(weightedTerms.Length);foreach (WeightedSpanTerm t in weightedTerms){if (!fieldWeightedSpanTerms.TryGetValue(t.Term, out WeightedSpanTerm existingTerm) ||(existingTerm == null) ||(existingTerm.Weight < t.Weight)){fieldWeightedSpanTerms[t.Term] = t;maxTermWeight = Math.Max(maxTermWeight, t.Weight);}}skipInitExtractor = true;}
"	"public QueryScorer(WeightedSpanTerm[] weightedTerms) {this.fieldWeightedSpanTerms = new HashMap<>(weightedTerms.length);for (int i = 0; i < weightedTerms.length; i++) {WeightedSpanTerm existingTerm = fieldWeightedSpanTerms.get(weightedTerms[i].term);if ((existingTerm == null) ||(existingTerm.weight < weightedTerms[i].weight)) {fieldWeightedSpanTerms.put(weightedTerms[i].term, weightedTerms[i]);maxTermWeight = Math.max(maxTermWeight, weightedTerms[i].getWeight());}}skipInitExtractor = true;}
"	"public String toString() {StringBuilder sb = new StringBuilder();sb.append(""QueryScorer("");for (WeightedSpanTerm t : fieldWeightedSpanTerms.values()) {sb.append(t.toString());sb.append("" "");}sb.append("")"");return sb.toString();}  C# code: public override Explanation Explain(AtomicReaderContext context, int doc){Explanation scoreExplanation = new Explanation();scoreExplanation.setDescription(""score(doc="" + doc + ""), product of:"");Explanation queryExplanation = new Explanation();queryExplanation.setDescription(""query"");queryExplanation.setValue(1.0f);scoreExplanation.addDetail(queryExplanation);Explanation docFreqExplanation = new Explanation();docFreqExplanation.setDescription(""docFreq, sum of:"");Explanation docFreqTermExplanations = new Explanation();docFreqTermExplanations.setDescription(""termFreqs"");docFreqTermExplanations.setValue(0.0f);docFreqExplanation.addDetail(docFreqTermExplanations);Explanation idfExplanation = new Explanation();idfExplanation.setDescription(""idf, computed as log(1 + (N - docFreq + 0.5) / (docFreq + 0."
"public override bool Equals(object other){Debug.Assert(NeverEquals(other));if (other is MergedGroup<T> otherMergedGroup){if (groupValue == null){return otherMergedGroup == null;}else{return groupValueIsValueType ?JCG.EqualityComparer<T>.Default.Equals(groupValue, otherMergedGroup.groupValue) :J2N.Collections.StructuralEqualityComparer.Default.Equals(groupValue, otherMergedGroup.groupValue);}}else{return false;}}
"	"public boolean equals(Object _other) {assert neverEquals(_other);if (_other instanceof MergedGroup) {MergedGroup<?> other = (MergedGroup<?>) _other;if (groupValue == null) {return other == null;} else {return groupValue.equals(other);}} else {return false;}}
"	"public void writeTo(OutputStream output) throws IOException {output.write(MergedGroup.MergedGroupType);output.write(groupValueIsValueType? (byte) 1 : (byte) 0);if (groupValue!= null){output.write(groupValue, 0, groupValue.length);}}  C# code: public static MergedGroup<T> ReadFrom(Stream input){byte type = input.ReadByte();if (type!= MergedGroup.MergedGroupType){throw new IOException(""Invalid merged group type: "" + type);}byte isValueType = input.ReadByte();T groupValue = null;if (isValueType == 1){"
"public java.nio.charset.Charset charset(){return cs;}
"	"public final Charset charset() {return cs;}
"	public int getLevelForDistance(double dist) {if (dist == 0)return maxLevels;final int level = GeohashUtils.lookupHashLenForWidthHeight(dist, dist);return Math.max(Math.min(level, maxLevels), 1);}  C# code: public override int GetLevelForDistance(double dist){if (dist == 0){return m_maxLevels;}for (int i = 0; i < m_maxLevels - 1; i++){if (dist > levelW[i] && dist > levelH[i]){return i + 1;}}return
"public virtual DescribeExperimentResponse DescribeExperiment(DescribeExperimentRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeExperimentRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeExperimentResponseUnmarshaller.Instance;return Invoke<DescribeExperimentResponse>(request, options);}
"	"public DescribeExperimentResult describeExperiment(DescribeExperimentRequest request) {request = beforeClientExecution(request);return executeDescribeExperiment(request);}
"	"public DescribeExperimentResponse describeExperiment(DescribeExperimentRequest request){RuntimeOptions runtime = new RuntimeOptions();return describeExperimentWithOptions(request, runtime);}  C# code: public virtual DescribeExperimentResponse DescribeExperimentWithOptions(DescribeExperimentRequest request, RuntimeOptions runtime){Dictionary<string, string> runtime_ = new Dictionary<string, string> {{""timeouted"", ""retry""}, {""readTimeout"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.ReadTimeout, _readTimeout)}, {""connectTimeout"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.ConnectTimeout, _connectTimeout)}, {""httpProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.HttpProxy, _httpProxy)}, {""httpsProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.HttpsProxy, _httpsProxy)}, {""noProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.NoProxy, _noProxy)}, {""maxIdleConns"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.MaxIdleConns, _maxIdleConns)}, {""maxIdleTimeMillis"", _maxIdleTimeMillis}, {""keepAliveDurationMillis"", _keepAliveDurationMillis}, {""maxRequests"", _maxRequests}, {""maxRequestsPerHost"", _maxRequestsPerHost}, {""retry"", new Dictionary<string, object> {{""retryable"", runtime.Autoretry}, {""maxAttempts"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.MaxAttempts, 3)}}}};Dictionary<string, string> _headers = new Dictionary<string, string> {};string _body = """";HttpResponse _response = null;Dictionary<string, string> _cookies = new Dictionary<string, string> {};if (!AlibabaCloud.TeaUtil.Common.Empty(runtime.SecurityToken)){_headers[""x-acs-security-token""] = runtime.SecurityToken;}_headers[""date""] = AlibabaCloud.TeaUtil.Common.GetDateUTCString();_headers[""accept""] = ""application/json"";_headers[""x-acs-signature-method""] = ""HMAC-SHA1"";_headers[""x-acs-signature-version""] = ""1.0"";string stringToSign = AlibabaCloud.ROAUtil.Common.GetStringToSign(_request);_headers[""authorization""] = ""acs "" + accesskeyId + "":"" + AlibabaCloud.ROAUtil"
"public EscherGraphics(HSSFShapeGroup escherGroup, HSSFWorkbook workbook, Color forecolor, float verticalPointsPerPixel){this.escherGroup = escherGroup;this.workbook = workbook;this.verticalPointsPerPixel = verticalPointsPerPixel;this.verticalPixelsPerPoint = 1 / verticalPointsPerPixel;this.font = new Font(""Arial"", 10);this.foreground = forecolor;}
"	"public EscherGraphics(HSSFShapeGroup escherGroup, HSSFWorkbook workbook, Color forecolor, float verticalPointsPerPixel ){this.escherGroup = escherGroup;this.workbook = workbook;this.verticalPointsPerPixel = verticalPointsPerPixel;this.verticalPixelsPerPoint = 1 / verticalPointsPerPixel;this.font = new Font(""Arial"", 0, 10);this.foreground = forecolor;}
"	public void drawHorizontalLine(int x1, int y1, int x2) {if (x1 > x2) {int temp = x1;x1 = x2;x2 = temp;}int y = y1;for (int x = x1; x <= x2; x++) {drawPixel(x, y);}}  C# code: public override void DrawVerticalLine(int x1, int y1, int y2){if (y1 > y2){int temp = y1;y1 = y2;y2 = temp;}int x = x1;for (int y = y1; y <= y2; y++){DrawPixel(x
"public virtual string Pattern(){return patternText;}
"	"public String pattern() {return patternText;}
"	public String getPatternText(int precision, int maxLevel, int minLevel, int maxDistance, int minDistance, int maxPrecision, int minPrecision) {return pattern
"public virtual DeleteRouteTableResponse DeleteRouteTable(DeleteRouteTableRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteRouteTableRequestMarshaller.Instance;options.ResponseUnmarshaller = DeleteRouteTableResponseUnmarshaller.Instance;return Invoke<DeleteRouteTableResponse>(request, options);}
"	"public DeleteRouteTableResult deleteRouteTable(DeleteRouteTableRequest request) {request = beforeClientExecution(request);return executeDeleteRouteTable(request);}
"	"public DeleteRouteTableResponse deleteRouteTable(DeleteRouteTableRequest request){return hcClient.syncInvokeHttp(request, IoTMeta.deleteRouteTable);}  C# code: public virtual DeleteRouteTableResponse DeleteRouteTable(DeleteRouteTableRequest request){var runtime = new Dictionary<string, string> { {""timeouted"", ""retry""}, {""readTimeout"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.ReadTimeout, _readTimeout)}, {""connectTimeout"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.ConnectTimeout, _connectTimeout)}, {""localAddr"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.LocalAddr, _localAddr)}, {""httpProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.HttpProxy, _httpProxy)}, {""httpsProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.HttpsProxy, _httpsProxy)}, {""noProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.NoProxy, _noProxy)}, {""socks5Proxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.Socks5Proxy, _socks5Proxy)}, {""socks5NetWork"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.Socks5NetWork, _socks5NetWork)}, {""maxIdleConns"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.MaxIdleConns, _maxIdleConns)}, {""retry"", new Dictionary<string, object> { {""retryable"", runtime.Autoretry}, {""maxAttempts"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.MaxAttempts, 3)}}} };var _lastRequest = null;var _lastException = null;var _now = System.DateTime.Now;var _retryTimes = 0;while (TeaCore.AllowRetry((IDictionary) runtime_[""retry""], _retryTimes, _now)){if (_retryTimes > 0){var _backoffTime = TeaCore.GetBackoffTime((IDictionary)runtime_[""backoff""], _retryTimes);if (_backoffTime > 0){TeaCore.Sleep(_backoffTime);} }_retryTimes = _retryTimes + 1;try{_lastRequest = request.Clone();_lastException = null;var response = TeaCore.DoAction(request, runtime);var statusCode = response.StatusCode"
"public virtual AssociateVPCWithHostedZoneResponse AssociateVPCWithHostedZone(AssociateVPCWithHostedZoneRequest request){var options = new InvokeOptions();options.RequestMarshaller = AssociateVPCWithHostedZoneRequestMarshaller.Instance;options.ResponseUnmarshaller = AssociateVPCWithHostedZoneResponseUnmarshaller.Instance;return Invoke<AssociateVPCWithHostedZoneResponse>(request, options);}
"	"public AssociateVPCWithHostedZoneResult associateVPCWithHostedZone(AssociateVPCWithHostedZoneRequest request) {request = beforeClientExecution(request);return executeAssociateVPCWithHostedZone(request);}
"	public BatchDisassociateWirelessDeviceFromThingResponse batchDisassociateWirelessDeviceFromThing(BatchDisassociateWirelessDeviceFromThingRequest request){return hcClient.syncInvokeHttp(request, IoTWirelessMeta.batchDisassociateWirelessDeviceFromThing);}  C#
"public virtual PutIntegrationResponse PutIntegration(PutIntegrationRequest request){var options = new InvokeOptions();options.RequestMarshaller = PutIntegrationRequestMarshaller.Instance;options.ResponseUnmarshaller = PutIntegrationResponseUnmarshaller.Instance;return Invoke<PutIntegrationResponse>(request, options);}
"	"public PutIntegrationResult putIntegration(PutIntegrationRequest request) {request = beforeClientExecution(request);return executePutIntegration(request);}
"	public PutIntegrationResponse putIntegration(PutIntegrationRequest request, CancellationToken cancellationToken) {final InvokeOptions options = new InvokeOptions();options.requestMarshaller = PutIntegrationRequestMarshaller.getInstance();options.responseUnmarshaller = PutIntegrationResponseUnmarshaller.getInstance();return invoke(request, options, cancellationToken);}  C# code: public virtual PutIntegrationResponse PutIntegration(PutIntegrationRequest request, System.Threading.CancellationToken cancellationToken = default(CancellationToken)){var options = new InvokeOptions();options.RequestMarshaller = PutIntegrationRequest
"public SimpleEntry(K theKey, V theValue){key = theKey;value = theValue;}
"	"public SimpleEntry(K theKey, V theValue) {key = theKey;value = theValue;}
"	public void write(BinaryWriter writer) {writer.write(key);writer.write(value);}  C# code: public override void Read(BinaryReader reader){key = reader.
"public override void Decode(byte[] blocks, int blocksOffset, int[] values, int valuesOffset, int iterations){for (int i = 0; i < iterations; ++i){int byte0 = blocks[blocksOffset++] & 0xFF;int byte1 = blocks[blocksOffset++] & 0xFF;values[valuesOffset++] = (byte0 << 4) | ((int)((uint)byte1 >> 4));int byte2 = blocks[blocksOffset++] & 0xFF;values[valuesOffset++] = ((byte1 & 15) << 8) | byte2;}}
"	"public void decode(byte[] blocks, int blocksOffset, long[] values, int valuesOffset, int iterations) {for (int i = 0; i < iterations; ++i) {final long byte0 = blocks[blocksOffset++] & 0xFF;final long byte1 = blocks[blocksOffset++] & 0xFF;values[valuesOffset++] = (byte0 << 4) | (byte1 >>> 4);final long byte2 = blocks[blocksOffset++] & 0xFF;values[valuesOffset++] = ((byte1 & 15) << 8) | byte2;}}
"	public int getBytesPerLevel() {return
"public virtual DisassociateConnectionFromLagResponse DisassociateConnectionFromLag(DisassociateConnectionFromLagRequest request){var options = new InvokeOptions();options.RequestMarshaller = DisassociateConnectionFromLagRequestMarshaller.Instance;options.ResponseUnmarshaller = DisassociateConnectionFromLagResponseUnmarshaller.Instance;return Invoke<DisassociateConnectionFromLagResponse>(request, options);}
"	"public DisassociateConnectionFromLagResult disassociateConnectionFromLag(DisassociateConnectionFromLagRequest request) {request = beforeClientExecution(request);return executeDisassociateConnectionFromLag(request);}
"	public DescribeConnectionLoaResponse describeConnectionLoa(DescribeConnectionLoaRequest request, com.amazonaws.handlers.AsyncHandler<DescribeConnectionLoaRequest, DescribeConnectionLoaResponse> asyncHandler){final DescribeConnectionLo
"public virtual FileMode GetOldMode(){return oldMode;}
"	"public FileMode getOldMode() {return oldMode;}
"	public boolean getOldFileIsArchive() {return oldFileIsArchive;}  C# code: public virtual bool Get
"public override string ToString(){return mapEntry.ToString();}
"	"@Override public String toString() {return m.toString();}
"	public void write(BinaryWriter writer) {writer.write(mapEntry.getKey());writer.write(mapEntry.getValue());}  C# code: public override void Read(BinaryReader reader){mapEntry.Key = reader.ReadByte();mapEntry.Value
"public virtual StopKeyPhrasesDetectionJobResponse StopKeyPhrasesDetectionJob(StopKeyPhrasesDetectionJobRequest request){var options = new InvokeOptions();options.RequestMarshaller = StopKeyPhrasesDetectionJobRequestMarshaller.Instance;options.ResponseUnmarshaller = StopKeyPhrasesDetectionJobResponseUnmarshaller.Instance;return Invoke<StopKeyPhrasesDetectionJobResponse>(request, options);}
"	"public StopKeyPhrasesDetectionJobResult stopKeyPhrasesDetectionJob(StopKeyPhrasesDetectionJobRequest request) {request = beforeClientExecution(request);return executeStopKeyPhrasesDetectionJob(request);}
"	public StopTrainingEntityRecognizerResponse stopTrainingEntityRecognizer(StopTrainingEntityRecognizer
"public override String ToString(){StringBuilder buffer = new StringBuilder(""[Array Formula or Shared Formula]\n"");buffer.Append(""row = "").Append(Row).Append(""\n"");buffer.Append(""col = "").Append(Column).Append(""\n"");return buffer.ToString();}
"	"public String toString() {return ""[Array Formula or Shared Formula]\n"" + ""row = "" + getRow() + ""\n"" + ""col = "" + getColumn() + ""\n"";}
"	"public String toString() {StringBuilder buffer = new StringBuilder(""[Array Formula or Shared Formula]\n"");buffer.append(""row = "").append(getRow()).append(""\n"");buffer.append(""col = "").append(getColumn()).append(""\n"");return buffer.toString();}  C# code: public override void Write(Stream stream){stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte(0x00);stream.WriteByte"
